Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2011,1,3,01:00,UTC,7,1007.9,91,,41,-9.1,-10.3,11140,282,2,1
2011,1,3,02:00,UTC,8,1008.1,90,,41,-8.7,-10,8020,299,1.4,0.7
2011,1,3,03:00,UTC,8,1008.1,90,,41,-8.6,-9.9,6150,301,2.1,1.3
2011,1,3,04:00,UTC,8,1008.2,91,,41,-8.3,-9.5,3380,276,2.5,1.6
2011,1,3,05:00,UTC,8,1008.1,91,0.2,41,-7.9,-9.1,4290,292,1.7,0.7
2011,1,3,06:00,UTC,8,1008.3,91,,41,-7.5,-8.7,10110,261,2.7,1.6
2011,1,3,07:00,UTC,8,1008.8,91,,40,-7.1,-8.3,24550,285,3,1.8
2011,1,3,08:00,UTC,8,1009,91,,40,-7,-8.3,25510,320,2.2,1.1
2011,1,3,09:00,UTC,8,1009.1,88,,40,-6.6,-8.3,17560,309,1.7,0.9
2011,1,3,10:00,UTC,8,1009.3,87,,40,-6.4,-8.1,7110,259,1.2,0.7
2011,1,3,11:00,UTC,8,1009.1,85,,40,-6.5,-8.6,19580,168,1.3,0.9
2011,1,3,12:00,UTC,8,1009.1,85,,40,-6.5,-8.6,12110,118,1.8,0.9
2011,1,3,13:00,UTC,7,1009.4,87,,40,-6.7,-8.5,9000,88,2.2,1.3
2011,1,3,14:00,UTC,8,1009.3,88,,40,-6.8,-8.5,14900,144,2.1,1.3
2011,1,3,15:00,UTC,7,1009.6,88,,40,-6.9,-8.6,13030,154,2.4,1.3
2011,1,3,16:00,UTC,8,1009.7,89,,40,-7.3,-8.8,8300,138,2,1.3
2011,1,3,17:00,UTC,8,1009.7,90,,40,-7.6,-9,1480,127,2.3,1.3
2011,1,3,18:00,UTC,8,1009.8,89,,40,-7.6,-9,18400,134,3,2.1
2011,1,3,19:00,UTC,8,1010.1,90,0.4,42,-7.9,-9.2,2260,136,2.5,1.4
2011,1,3,20:00,UTC,8,1010.1,90,,41,-8.2,-9.5,23570,131,3,1.8
2011,1,3,21:00,UTC,8,1010,90,0.5,42,-8,-9.3,1360,130,3.3,2
2011,1,3,22:00,UTC,8,1010,91,0.5,40,-8.1,-9.4,1070,111,4.2,2.5
2011,1,3,23:00,UTC,8,1009.9,90,,43,-8.1,-9.4,9240,113,3.4,2.2
2011,1,4,00:00,UTC,8,1009.8,90,,45,-8,-9.4,8760,104,3.9,2.3
2011,1,4,01:00,UTC,8,1010.1,89,0.2,43,-8.1,-9.6,3930,99,3.8,2.2
2011,1,4,02:00,UTC,8,1010.1,90,0.2,44,-8.4,-9.8,3540,108,3.5,2.1
2011,1,4,03:00,UTC,8,1010.3,90,,45,-8.7,-10.1,4460,81,2.7,1.6
2011,1,4,04:00,UTC,8,1010.2,90,0.2,45,-9.1,-10.5,4000,83,2.8,2
2011,1,4,05:00,UTC,7,1010.3,89,,45,-9.4,-10.8,9050,65,2.7,1.4
2011,1,4,06:00,UTC,8,1010.8,88,0.2,45,-9.6,-11.2,4570,79,4.2,2.5
2011,1,4,07:00,UTC,8,1011.3,88,0.2,45,-10,-11.5,2900,76,3.3,1.9
2011,1,4,08:00,UTC,8,1011.9,87,,44,-10.7,-12.4,7340,76,4.2,2.5
2011,1,4,09:00,UTC,8,1012.2,87,,44,-10.9,-12.7,10210,81,4.1,2.4
2011,1,4,10:00,UTC,8,1012.3,87,,44,-11.3,-13,10790,87,2.5,1.7
2011,1,4,11:00,UTC,7,1012.4,86,,44,-10.3,-12.2,28190,74,2.4,1.4
2011,1,4,12:00,UTC,8,1012.6,87,,44,-9.4,-11.2,30870,77,2.9,1.7
2011,1,4,13:00,UTC,5,1013.1,87,,43,-10.2,-11.9,25890,80,3.5,2.2
2011,1,4,14:00,UTC,7,1013.5,90,,43,-11.1,-12.4,23760,81,2.7,1.8
2011,1,4,15:00,UTC,8,1013.7,91,,43,-10.6,-11.7,15970,65,2.5,1.5
2011,1,4,16:00,UTC,8,1013.9,90,,43,-9.9,-11.3,15100,85,3,2.1
2011,1,4,17:00,UTC,8,1014,89,,43,-9.8,-11.3,20320,85,3.2,2.1
2011,1,4,18:00,UTC,8,1014.2,89,,43,-9.9,-11.4,18930,84,3.9,2.8
2011,1,4,19:00,UTC,7,1014.6,88,,43,-10,-11.6,23580,60,2.3,1.3
2011,1,4,20:00,UTC,7,1015,87,,43,-10.8,-12.5,21840,50,2.7,1.9
2011,1,4,21:00,UTC,0,1015,90,,42,-11.4,-12.8,22590,38,1.7,0.9
2011,1,4,22:00,UTC,0,1015.1,92,,43,-12.4,-13.3,18840,89,1.7,1.2
2011,1,4,23:00,UTC,0,1014.8,91,,42,-13.5,-14.6,18840,34,1.8,0.9
2011,1,5,00:00,UTC,0,1014.8,91,,43,-12.9,-14.1,18550,40,2.3,1.7
2011,1,5,01:00,UTC,7,1015.2,92,,42,-13,-14.1,7470,80,3.8,2.3
2011,1,5,02:00,UTC,7,1014.9,91,,42,-12.7,-13.9,5920,48,2.9,1.7
2011,1,5,03:00,UTC,8,1014.7,91,,42,-11.9,-13.1,9510,67,2.2,1.3
2011,1,5,04:00,UTC,8,1014.5,91,,42,-11.1,-12.3,10580,77,1.6,0.9
2011,1,5,05:00,UTC,8,1014.1,91,,42,-10.5,-11.7,12330,43,2.2,1.1
2011,1,5,06:00,UTC,8,1014.3,91,,42,-9.9,-11.1,10860,77,2.6,1.5
2011,1,5,07:00,UTC,8,1014.3,92,,42,-9.1,-10.1,8400,73,2.9,1.6
2011,1,5,08:00,UTC,8,1014.5,93,,42,-8.4,-9.4,6810,83,3.3,2.2
2011,1,5,09:00,UTC,7,1014.3,93,,42,-8.2,-9.2,8360,91,3.2,2
2011,1,5,10:00,UTC,7,1014.2,93,,41,-7.7,-8.7,9490,94,4.5,2.5
2011,1,5,11:00,UTC,7,1014.1,93,,41,-8,-9,8370,109,4.4,2.4
2011,1,5,12:00,UTC,7,1013.3,93,,41,-7.3,-8.2,10940,96,4.3,2.5
2011,1,5,13:00,UTC,7,1013.4,92,,41,-7.5,-8.5,14050,103,4.8,3.2
2011,1,5,14:00,UTC,7,1013.3,93,,42,-8.2,-9.2,13730,103,4.4,2.6
2011,1,5,15:00,UTC,7,1013.2,92,,42,-9.2,-10.2,12150,82,3.5,2.5
2011,1,5,16:00,UTC,7,1013.2,93,,42,-8.5,-9.4,10700,100,4.1,2.7
2011,1,5,17:00,UTC,7,1012.9,93,,42,-8.2,-9.2,12180,88,4.1,2.8
2011,1,5,18:00,UTC,7,1012.7,93,,42,-7.6,-8.5,12050,105,6,3.2
2011,1,5,19:00,UTC,7,1012.3,93,,42,-7.5,-8.5,12560,110,6.7,3.2
2011,1,5,20:00,UTC,7,1012.3,92,,42,-8.2,-9.2,13500,108,4.8,2.5
2011,1,5,21:00,UTC,7,1011.9,92,,42,-7.9,-9,15770,114,4.9,3.1
2011,1,5,22:00,UTC,7,1011.8,91,,42,-7.8,-9,17050,109,5.4,3
2011,1,5,23:00,UTC,7,1011.7,91,,42,-7.6,-8.8,12710,106,4.8,2.8
2011,1,6,00:00,UTC,8,1011.5,91,,42,-7.1,-8.3,10160,104,6.5,3.9
2011,1,6,01:00,UTC,8,1011.1,92,,42,-6.3,-7.4,9330,111,6.3,4.1
2011,1,6,02:00,UTC,8,1010.6,92,,41,-5.6,-6.7,7760,113,8,4.5
2011,1,6,03:00,UTC,8,1010.2,93,0.8,41,-5.1,-6,1610,116,7.2,3.8
2011,1,6,04:00,UTC,8,1010,94,0.2,41,-4.5,-5.3,4720,132,3,1.5
2011,1,6,05:00,UTC,8,1009.7,94,,41,-4,-4.8,9520,122,3.3,1.6
2011,1,6,06:00,UTC,7,1009.6,95,,41,-3.6,-4.3,9200,124,3.7,1.6
2011,1,6,07:00,UTC,7,1009.6,95,,41,-3,-3.7,9190,131,4.1,2.5
2011,1,6,08:00,UTC,7,1009.4,93,,41,-1.2,-2.1,7080,171,10.7,5.7
2011,1,6,09:00,UTC,7,1009.2,90,,42,-1.6,-3.1,9110,149,10.4,6.2
2011,1,6,10:00,UTC,7,1009,85,,42,-3.2,-5.4,4880,147,13.7,7.9
2011,1,6,11:00,UTC,7,1008,82,,42,-3.8,-6.4,7810,148,12.2,7.7
2011,1,6,12:00,UTC,7,1006.7,82,,42,-3.8,-6.3,5910,146,14.5,9.2
2011,1,6,13:00,UTC,7,1005.3,84,,42,-4.1,-6.4,9880,136,11.9,7.4
2011,1,6,14:00,UTC,7,1004.3,86,,41,-4.8,-6.7,7640,140,15.3,8
2011,1,6,15:00,UTC,7,1003.2,87,,41,-4.9,-6.7,5810,141,16.6,8.9
2011,1,6,16:00,UTC,7,1002.7,86,,41,-4.7,-6.7,6870,145,15.1,8.3
2011,1,6,17:00,UTC,7,1002.1,92,1.3,41,-4.8,-5.9,750,145,13.1,8
2011,1,6,18:00,UTC,8,1001.6,95,2.3,42,-4.8,-5.5,510,141,12.1,6.9
2011,1,6,19:00,UTC,9,1001.4,95,2.3,44,-4.5,-5.1,420,139,10.2,6.4
2011,1,6,20:00,UTC,8,1001.4,96,1.7,44,-3.9,-4.4,720,139,9.8,5.9
2011,1,6,21:00,UTC,7,1001.3,96,0.2,46,-3.2,-3.8,3470,153,9.9,5.7
2011,1,6,22:00,UTC,7,1001.4,96,0.2,46,-3.3,-3.8,3300,145,10.9,5.8
2011,1,6,23:00,UTC,7,1001.5,96,,46,-3.4,-3.9,5200,150,10.2,6.4
2011,1,7,00:00,UTC,7,1001.7,96,,46,-3.4,-3.9,4770,146,9.9,6.5
2011,1,7,01:00,UTC,7,1002,96,,46,-3.2,-3.7,5190,150,8.2,5.5
2011,1,7,02:00,UTC,7,1002.1,97,0.1,46,-2.8,-3.3,2830,155,6.6,3.9
2011,1,7,03:00,UTC,7,1001.8,97,0.5,46,-2.4,-2.8,2280,148,6.4,3.8
2011,1,7,04:00,UTC,7,1001.3,97,,46,-2,-2.4,2110,150,8.6,4.6
2011,1,7,05:00,UTC,7,1001.4,98,,45,-2,-2.3,1660,151,6.9,4.3
2011,1,7,06:00,UTC,7,1001.5,98,,46,-1.9,-2.2,2030,154,8,4.8
2011,1,7,07:00,UTC,7,1001.5,98,,45,-1.8,-2,1840,149,7,4.3
2011,1,7,08:00,UTC,7,1001.1,98,0.8,45,-1.8,-2.1,1270,149,6.6,4.3
2011,1,7,09:00,UTC,8,1001,98,0.2,45,-1.9,-2.2,2410,138,6.9,3.9
2011,1,7,10:00,UTC,8,1000.6,97,0.4,45,-1.9,-2.3,2140,138,6.8,3.9
2011,1,7,11:00,UTC,8,1000,97,0.5,46,-1.9,-2.3,1650,148,5.7,3.5
2011,1,7,12:00,UTC,8,999.5,97,0.2,46,-2.2,-2.6,1970,137,5,3.2
2011,1,7,13:00,UTC,8,999.1,97,0.2,46,-2.4,-2.8,2610,140,6.1,3.7
2011,1,7,14:00,UTC,8,998.8,97,0.5,46,-2.7,-3.1,1620,138,5.5,3.4
2011,1,7,15:00,UTC,8,998.5,97,0.5,47,-2.3,-2.7,2110,163,4.3,2.4
2011,1,7,16:00,UTC,8,998.8,98,0.3,47,-1.1,-1.4,3330,203,4.8,2.2
2011,1,7,17:00,UTC,8,999.6,98,,45,0.5,0.3,22010,265,10.1,4.6
2011,1,7,18:00,UTC,7,1001.3,97,,48,-0.2,-0.6,6600,264,9.7,5.5
2011,1,7,19:00,UTC,8,1002.8,92,,47,-0.8,-2,20520,273,8.1,4.2
2011,1,7,20:00,UTC,8,1004.4,90,,47,-1.3,-2.8,36250,270,7,3.4
2011,1,7,21:00,UTC,4,1005.8,86,,47,-2.1,-4.1,38490,265,7.3,3.7
2011,1,7,22:00,UTC,1,1007.4,89,,47,-3.1,-4.7,40950,250,5.2,3
2011,1,7,23:00,UTC,0,1008.6,90,,47,-4,-5.3,35610,238,4.4,2.4
2011,1,8,00:00,UTC,0,1009.4,93,,47,-5,-6,24510,253,3.3,1.9
2011,1,8,01:00,UTC,1,1010.2,94,,47,-5.6,-6.4,22670,232,3.1,1.8
2011,1,8,02:00,UTC,0,1010.9,94,,47,-8.6,-9.4,11070,193,2.6,1.9
2011,1,8,03:00,UTC,0,1011.6,95,,46,-10.1,-10.8,16130,181,2.3,1.8
2011,1,8,04:00,UTC,0,1011.8,92,,47,-12.1,-13.1,17050,174,1.2,1
2011,1,8,05:00,UTC,5,1012.3,93,,47,-11.9,-12.8,21630,178,1.6,1.3
2011,1,8,06:00,UTC,3,1012.9,91,,47,-12.2,-13.4,18280,107,1.3,0.6
2011,1,8,07:00,UTC,7,1013.3,91,,47,-11.8,-13,19990,131,1.7,1.2
2011,1,8,08:00,UTC,7,1013.5,92,,47,-10.8,-11.9,19070,129,2.2,1.6
2011,1,8,09:00,UTC,7,1013.6,96,,46,-6.6,-7.2,12050,149,1.7,1.3
2011,1,8,10:00,UTC,8,1013.8,96,,46,-4.6,-5.1,9840,103,1.4,1
2011,1,8,11:00,UTC,7,1013.5,96,,46,-3.9,-4.5,11580,124,2.2,1.2
2011,1,8,12:00,UTC,7,1013.5,97,,46,-2.5,-2.9,18420,125,4,2.3
2011,1,8,13:00,UTC,8,1013,97,,46,-1.6,-2,10150,128,3.6,2.3
2011,1,8,14:00,UTC,8,1012.5,98,,46,-1.1,-1.5,16880,134,5.6,4
2011,1,8,15:00,UTC,7,1011.7,96,,46,-1.1,-1.6,26980,133,6.2,3.9
2011,1,8,16:00,UTC,7,1010.9,95,,46,-1,-1.7,26490,136,7.1,4.7
2011,1,8,17:00,UTC,7,1010,93,,46,-0.8,-1.8,28540,135,8.1,5.3
2011,1,8,18:00,UTC,8,1009.1,96,0.8,46,-1.1,-1.7,1550,130,6.7,4.4
2011,1,8,19:00,UTC,7,1008.1,98,0.5,47,-1.2,-1.5,1680,128,7.2,4.3
2011,1,8,20:00,UTC,8,1007.2,98,1.4,47,-1,-1.2,1020,137,7.9,5.2
2011,1,8,21:00,UTC,8,1006.3,98,0.7,48,-0.6,-0.8,3210,136,9.2,5.4
2011,1,8,22:00,UTC,8,1005.6,99,,48,0.1,-0.1,7450,147,7.9,4.9
2011,1,8,23:00,UTC,8,1004.9,99,0.2,48,0.6,0.4,4870,151,8.6,5.4
2011,1,9,00:00,UTC,8,1004.2,99,0.2,48,0.6,0.5,7390,148,8.6,5.2
2011,1,9,01:00,UTC,8,1003.4,99,,48,0.7,0.5,8410,143,11.1,6
2011,1,9,02:00,UTC,8,1002.8,99,0.6,48,0.8,0.6,8230,151,8.9,5.4
2011,1,9,03:00,UTC,8,1002,98,0.6,47,0.8,0.6,3320,145,9.4,5.1
2011,1,9,04:00,UTC,8,1001.3,98,,47,0.8,0.6,6840,149,8.3,4.6
2011,1,9,05:00,UTC,7,1000.7,99,2.7,46,1.1,0.9,2600,149,7.5,4.9
2011,1,9,06:00,UTC,8,1000.6,99,,44,1.5,1.3,8260,161,9.3,5
2011,1,9,07:00,UTC,7,1000.6,99,,43,1.6,1.4,1720,166,8.4,5
2011,1,9,08:00,UTC,9,1000.6,99,,44,1.7,1.6,670,172,7.9,4.8
2011,1,9,09:00,UTC,9,1000.9,99,,43,2,1.9,930,173,6.3,3.8
2011,1,9,10:00,UTC,8,1000.9,99,,43,2.3,2.2,1910,176,7.5,3.9
2011,1,9,11:00,UTC,8,1001.6,99,,42,2.4,2.3,7470,192,7.8,4
2011,1,9,12:00,UTC,7,1002.1,99,,42,2.3,2.1,9740,203,4.9,2.9
2011,1,9,13:00,UTC,7,1002.3,98,,41,1.9,1.5,13740,197,4.1,2
2011,1,9,14:00,UTC,7,1002.8,97,,41,1.6,1.2,17640,194,4.9,2.7
2011,1,9,15:00,UTC,7,1002.8,97,,41,1.7,1.3,23410,193,5.6,3
2011,1,9,16:00,UTC,8,1002.8,97,,41,1.4,1.1,18500,166,4.5,2.4
2011,1,9,17:00,UTC,8,1002.3,97,,41,1.7,1.3,15760,180,4.4,2.3
2011,1,9,18:00,UTC,8,1001.9,98,0.8,40,1.5,1.1,5940,167,4.2,2.8
2011,1,9,19:00,UTC,8,1001.8,98,0.5,39,0.9,0.5,5350,172,4.1,2.3
2011,1,9,20:00,UTC,8,1001.6,98,0.4,40,0.4,0.2,3670,167,3.2,1.7
2011,1,9,21:00,UTC,8,1001.1,98,,40,0.4,0.2,10380,166,2.3,1.4
2011,1,9,22:00,UTC,8,1000.9,98,,40,0.6,0.4,35280,196,3.5,1.8
2011,1,9,23:00,UTC,8,1000.7,98,,39,0.7,0.5,12030,194,3.7,2.3
2011,1,10,00:00,UTC,8,1000.5,98,,39,0.8,0.6,29700,191,6.4,3.9
2011,1,10,01:00,UTC,7,1000.3,97,,39,1.1,0.6,35200,195,5.6,3.3
2011,1,10,02:00,UTC,8,1000.4,95,,39,1,0.4,23550,201,6.4,3.5
2011,1,10,03:00,UTC,8,1000.7,94,,39,1.2,0.4,22350,200,8.7,4.5
2011,1,10,04:00,UTC,8,1000.5,92,,39,1.5,0.3,22730,201,8.6,4.7
2011,1,10,05:00,UTC,8,1000.1,92,,39,1.4,0.1,24290,191,9.6,5.2
2011,1,10,06:00,UTC,8,1000.4,90,,39,1.5,0.1,13910,196,12.6,6.5
2011,1,10,07:00,UTC,8,1000.9,89,,39,1.9,0.3,27240,202,11.9,6.3
2011,1,10,08:00,UTC,8,1001.4,87,,39,2.1,0.2,29840,209,9.9,5.5
2011,1,10,09:00,UTC,7,1001.7,85,,38,2.3,0.1,27830,219,9.5,4.8
2011,1,10,10:00,UTC,7,1002.6,83,,38,2.1,-0.4,29470,223,9.7,4.6
2011,1,10,11:00,UTC,2,1003,80,,38,2,-1,29140,218,9.9,5.2
2011,1,10,12:00,UTC,2,1003.4,79,,38,1.9,-1.3,26750,215,10.6,4.9
2011,1,10,13:00,UTC,3,1004.1,80,,38,1.8,-1.2,26630,233,7.8,4
2011,1,10,14:00,UTC,7,1004.4,83,,38,1.4,-1.2,29380,222,10.5,5
2011,1,10,15:00,UTC,4,1004.5,82,,38,1.3,-1.4,33480,222,10.4,4.6
2011,1,10,16:00,UTC,0,1004.8,82,,38,1.2,-1.6,38330,234,8.4,4.2
2011,1,10,17:00,UTC,4,1005.2,82,,38,0.9,-1.8,37680,228,7.4,3.7
2011,1,10,18:00,UTC,0,1005.6,79,,38,0.9,-2.3,41810,240,8.9,4.6
2011,1,10,19:00,UTC,1,1006.5,80,,38,0.9,-2.1,36900,231,6.7,4.3
2011,1,10,20:00,UTC,7,1007.1,82,,38,1.2,-1.5,40360,235,8.3,4.3
2011,1,10,21:00,UTC,7,1007.6,84,,38,1.5,-0.8,31610,236,9.5,4.6
2011,1,10,22:00,UTC,4,1008.4,87,,38,0.8,-1.1,29730,222,6.4,3.9
2011,1,10,23:00,UTC,7,1008.9,86,,38,0.8,-1.2,28030,235,6.1,3.4
2011,1,11,00:00,UTC,7,1009.4,85,,38,1.1,-1.2,30010,239,9.2,3.8
2011,1,11,01:00,UTC,0,1009.9,84,,38,0.8,-1.6,30210,232,6.8,3.6
2011,1,11,02:00,UTC,0,1010.2,87,,38,0.2,-1.7,29960,222,6.2,3.7
2011,1,11,03:00,UTC,8,1010.7,86,,38,0.7,-1.3,34760,225,5.9,3
2011,1,11,04:00,UTC,8,1010.7,85,,37,0.9,-1.3,40240,233,6.7,3.5
2011,1,11,05:00,UTC,7,1010.8,86,,37,0.6,-1.5,39780,227,9.1,4.6
2011,1,11,06:00,UTC,7,1011.1,86,,37,0.6,-1.4,45450,231,10.6,4.7
2011,1,11,07:00,UTC,7,1011.5,87,,37,0.5,-1.5,37920,222,7.9,4
2011,1,11,08:00,UTC,7,1011.9,86,,37,0.7,-1.4,44340,221,9.9,4.6
2011,1,11,09:00,UTC,7,1011.7,86,,37,0.7,-1.3,30910,225,9.2,4.7
2011,1,11,10:00,UTC,8,1011.7,86,,37,0.8,-1.3,33020,213,9.9,5
2011,1,11,11:00,UTC,7,1011.6,85,,37,1,-1.3,31900,208,9.1,4.4
2011,1,11,12:00,UTC,7,1011.4,85,,37,0.9,-1.2,26590,223,10.7,5.1
2011,1,11,13:00,UTC,7,1011.3,85,,37,0.7,-1.4,27270,221,8.7,4.2
2011,1,11,14:00,UTC,7,1011.3,87,,37,0.3,-1.7,24380,224,7.5,4.2
2011,1,11,15:00,UTC,7,1011.3,87,,37,0.2,-1.8,26820,207,10.7,5.2
2011,1,11,16:00,UTC,7,1011.4,86,,37,0,-2,29760,213,8.8,4.7
2011,1,11,17:00,UTC,7,1011.1,86,,37,0.1,-2,30150,223,10.8,4.5
2011,1,11,18:00,UTC,8,1011.1,85,,37,0.3,-1.9,27340,211,8.6,4.7
2011,1,11,19:00,UTC,7,1011,85,,37,0.3,-1.9,31260,199,8.2,4.7
2011,1,11,20:00,UTC,7,1011.1,83,,37,0.3,-2.2,40220,191,8.5,4.8
2011,1,11,21:00,UTC,7,1011,79,,37,0.4,-2.8,42630,204,6.9,4.2
2011,1,11,22:00,UTC,8,1010.5,81,,37,0.4,-2.4,44770,206,7.4,4
2011,1,11,23:00,UTC,8,1010.2,82,,37,0.3,-2.4,34590,201,8.5,5.1
2011,1,12,00:00,UTC,8,1009.9,83,,37,-0.6,-3.1,31670,203,9.8,5.6
2011,1,12,01:00,UTC,8,1009.1,86,,37,-0.6,-2.7,23030,170,5.9,3.1
2011,1,12,02:00,UTC,8,1008.4,86,,37,-1.3,-3.4,27590,163,7,4.6
2011,1,12,03:00,UTC,8,1008,85,,37,-1.4,-3.6,25750,155,6.7,4.2
2011,1,12,04:00,UTC,8,1007.4,88,,37,-1.9,-3.7,3840,149,6,3.9
2011,1,12,05:00,UTC,8,1006.3,93,0.6,37,-2.3,-3.3,1610,137,5.7,3.4
2011,1,12,06:00,UTC,8,1005.6,94,0.2,36,-2.2,-3.1,2780,121,4.2,2.4
2011,1,12,07:00,UTC,8,1004.9,95,0.3,37,-2,-2.7,1230,123,4.1,2.4
2011,1,12,08:00,UTC,8,1004.2,96,0.2,37,-1.7,-2.2,2840,129,5,3.4
2011,1,12,09:00,UTC,8,1003.7,96,2.7,38,-2,-2.4,470,124,6.2,3.6
2011,1,12,10:00,UTC,8,1002.8,97,,39,-2.1,-2.6,5440,127,5.6,3.4
2011,1,12,11:00,UTC,8,1002,96,0.6,39,-2.1,-2.7,1320,118,6,3.4
2011,1,12,12:00,UTC,8,1001.4,95,,40,-1.9,-2.6,6440,119,4.8,2.7
