Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2015,1,3,07:00,UTC,7,977.1,79,0,0,3.2,0,12880,300,17.1,8.6
2015,1,3,08:00,UTC,7,977.8,89,0,0,2.4,0.8,16570,297,12.7,6.8
2015,1,3,09:00,UTC,7,978.3,83,0,0,2.6,0.1,23640,304,12.7,6.3
2015,1,3,10:00,UTC,7,978.9,89,0.4,0,2,0.4,23520,305,13.1,6.9
2015,1,3,11:00,UTC,7,979.3,93,0.3,0,1.6,0.6,13190,302,10.4,6.1
2015,1,3,12:00,UTC,7,979.8,93,0,0,1.6,0.6,14170,305,10.9,5.3
2015,1,3,13:00,UTC,7,980.3,93,0,0,1.5,0.5,14250,306,13.2,5.8
2015,1,3,14:00,UTC,7,980.8,93,0,0,1.5,0.4,14690,309,11.6,5.7
2015,1,3,15:00,UTC,7,981.4,91,0,0,1.6,0.3,17600,313,12.6,5.8
2015,1,3,16:00,UTC,7,981.6,87,0,0,1.8,-0.1,22350,317,11.3,5.1
2015,1,3,17:00,UTC,7,981.8,74,0,0,2.7,-1.4,24350,317,11.4,5.6
2015,1,3,18:00,UTC,7,982,69,0,0,2.9,-2.3,50000,316,13.3,6.5
2015,1,3,19:00,UTC,7,982.4,69,0,0,2.9,-2.2,46520,314,14.9,7.5
2015,1,3,20:00,UTC,7,983.1,67,0,0,2.8,-2.6,48890,314,12.9,6.9
2015,1,3,21:00,UTC,7,983.5,69,0,0,2.7,-2.5,50000,317,13,6.3
2015,1,3,22:00,UTC,8,984.3,73,0,0,2.6,-1.8,17000,329,11.4,5.8
2015,1,3,23:00,UTC,8,985,78,0,0,2.1,-1.3,8910,336,9.6,5.3
2015,1,4,00:00,UTC,8,986.1,92,0.4,0,1,-0.2,3690,333,11.7,4.7
2015,1,4,01:00,UTC,7,987.1,92,0,0,0.9,-0.3,3810,336,8.8,4.6
2015,1,4,02:00,UTC,8,987.9,96,0.4,0,0.4,-0.1,1070,340,8.1,4.4
2015,1,4,03:00,UTC,8,989.1,97,0.8,0,0.2,-0.2,900,339,7.6,4.3
2015,1,4,04:00,UTC,8,990.3,95,0,0,0,-0.7,1840,341,11,6
2015,1,4,05:00,UTC,8,991.2,96,0.3,0,-0.4,-0.9,2100,338,9.7,5.5
2015,1,4,06:00,UTC,8,992.4,95,0,0,-0.5,-1.2,2100,338,10.5,5.9
2015,1,4,07:00,UTC,6,993.7,88,0,0,-0.7,-2.5,50000,337,10.5,5.4
2015,1,4,08:00,UTC,7,995.1,86,0,2,-0.5,-2.6,46810,339,8.9,5
2015,1,4,09:00,UTC,6,996.6,82,0,2,-0.2,-2.8,45340,338,7.1,4.3
2015,1,4,10:00,UTC,7,997.8,83,0,2,-0.4,-2.8,42210,347,6.6,3.4
2015,1,4,11:00,UTC,2,998.9,81,0,2,-0.3,-3.2,40710,338,8.5,4.4
2015,1,4,12:00,UTC,0,999.8,81,0,2,0,-2.9,50000,339,7.9,4.6
2015,1,4,13:00,UTC,4,1000.9,79,0,2,0.2,-3,50000,331,6.2,3.7
2015,1,4,14:00,UTC,7,1001.9,81,0,2,-0.1,-2.9,48560,330,6,3.4
2015,1,4,15:00,UTC,6,1002.9,81,0,2,-0.3,-3.2,50000,341,4.9,2.9
2015,1,4,16:00,UTC,7,1003.7,82,0,2,-0.4,-3,48340,345,7.9,4
2015,1,4,17:00,UTC,7,1004.6,84,0,2,-0.6,-2.9,46720,340,5.7,3.1
2015,1,4,18:00,UTC,6,1005.2,84,0,2,-0.8,-3.2,50000,343,6.5,3.5
2015,1,4,19:00,UTC,3,1006.1,84,0,2,-1.4,-3.8,46570,339,5.3,3.4
2015,1,4,20:00,UTC,1,1006.9,88,0,2,-2.3,-4.1,49710,333,3,1.8
2015,1,4,21:00,UTC,8,1007.9,81,0,2,-1.8,-4.6,46840,360,8.8,5
2015,1,4,22:00,UTC,8,1008.4,80,0,2,-1.9,-4.9,50000,344,6.5,3.6
2015,1,4,23:00,UTC,6,1008.9,76,0,2,-1.7,-5.5,50000,345,10.5,5.9
2015,1,5,00:00,UTC,7,1009.4,78,0,2,-2,-5.3,48890,352,4.9,3.2
2015,1,5,01:00,UTC,8,1009.8,76,0,2,-1.9,-5.5,44540,346,6.3,3.8
2015,1,5,02:00,UTC,7,1010.6,77,0,2,-2.1,-5.7,50000,347,6.3,3.7
2015,1,5,03:00,UTC,8,1011.5,87,0,2,-2.8,-4.6,3290,11,7,4.2
2015,1,5,04:00,UTC,7,1012.4,85,0,2,-3.8,-6,31320,17,6.2,3.2
2015,1,5,05:00,UTC,7,1013.8,79,0,2,-5.1,-8.1,48760,24,7.5,4.8
2015,1,5,06:00,UTC,8,1014.9,79,0,2,-5.8,-8.8,11790,12,7.3,4
2015,1,5,07:00,UTC,7,1016.3,81,0,2,-6.7,-9.4,9350,10,4.3,2.7
2015,1,5,08:00,UTC,2,1017.8,84,0,2,-8,-10.3,33950,26,4.4,3
2015,1,5,09:00,UTC,0,1018.8,84,0,2,-8.4,-10.6,47030,13,6,3.8
2015,1,5,10:00,UTC,0,1019.7,82,0,2,-8.8,-11.3,38910,27,4.7,2.9
2015,1,5,11:00,UTC,0,1020.4,81,0,2,-8.9,-11.6,47530,23,5,3
2015,1,5,12:00,UTC,0,1021.6,81,0,2,-9.1,-11.8,47140,15,5,3
2015,1,5,13:00,UTC,0,1022.6,81,0,2,-9.3,-11.9,46770,8,3.7,2.5
2015,1,5,14:00,UTC,0,1023.2,85,0,2,-10.2,-12.2,46690,31,3.5,1.6
2015,1,5,15:00,UTC,0,1024,86,0,2,-11,-12.8,39930,31,4.1,2.5
2015,1,5,16:00,UTC,0,1025.1,88,0,2,-11.9,-13.5,18530,31,2.6,1.8
2015,1,5,17:00,UTC,0,1025.9,87,0,2,-12.3,-14.1,42660,21,3.3,2.4
2015,1,5,18:00,UTC,0,1026.6,88,0,2,-13,-14.6,27480,28,2.5,1.6
2015,1,5,19:00,UTC,3,1027.1,87,0,2,-13.3,-15,35120,37,2.6,1.5
2015,1,5,20:00,UTC,7,1027.9,84,0,3,-12.4,-14.6,43190,60,3.5,2
2015,1,5,21:00,UTC,7,1028.7,84,0,3,-12.5,-14.7,45030,68,2.5,1.3
2015,1,5,22:00,UTC,7,1029.3,84,0,3,-12.5,-14.7,50000,45,2.2,1.4
2015,1,5,23:00,UTC,1,1029.6,85,0,3,-13.2,-15.2,48560,64,2.8,1.8
2015,1,6,00:00,UTC,0,1030.1,87,0,3,-13.8,-15.6,43690,77,2.5,1.6
2015,1,6,01:00,UTC,3,1030.4,86,0,3,-14.4,-16.2,40560,83,3.3,2
2015,1,6,02:00,UTC,7,1030.7,85,0,3,-13.8,-15.8,50000,84,1.9,1.2
2015,1,6,03:00,UTC,6,1031,85,0,3,-13.9,-15.9,50000,84,2,1.3
2015,1,6,04:00,UTC,3,1031,86,0,3,-14.6,-16.4,46750,87,1.7,1
2015,1,6,05:00,UTC,7,1031.4,84,0,3,-13.8,-15.9,48820,51,1.4,0.9
2015,1,6,06:00,UTC,7,1031.4,85,0,3,-13.1,-15.2,50000,82,1.6,1
2015,1,6,07:00,UTC,6,1031.8,84,0,3,-13.4,-15.5,49690,105,2.7,1.8
2015,1,6,08:00,UTC,1,1031.9,84,0,3,-13.9,-16,50000,105,2.6,1.7
2015,1,6,09:00,UTC,2,1032,83,0,3,-12.9,-15.3,48840,117,2.6,1.6
2015,1,6,10:00,UTC,7,1031.9,76,0,3,-11.3,-14.6,50000,102,2.7,1.4
2015,1,6,11:00,UTC,0,1031.7,72,0,3,-9.9,-14,31960,124,3.1,1.7
2015,1,6,12:00,UTC,0,1031.4,75,0,3,-9.8,-13.3,50000,127,4.1,1.9
2015,1,6,13:00,UTC,1,1030.9,80,0,3,-8.9,-11.8,50000,135,4.8,3.4
2015,1,6,14:00,UTC,2,1030.4,86,0,3,-9.1,-11,50000,132,3.9,2.7
2015,1,6,15:00,UTC,7,1029.9,85,0,3,-7.1,-9.2,50000,142,3.6,2.2
2015,1,6,16:00,UTC,7,1029.5,90,0,3,-7,-8.4,50000,125,2.6,1.3
2015,1,6,17:00,UTC,8,1029,88,0,3,-5,-6.8,50000,138,3.9,2.5
2015,1,6,18:00,UTC,8,1028.4,84,0,3,-3.8,-6.1,48540,137,4.8,2.8
2015,1,6,19:00,UTC,8,1028,79,0,3,-2.5,-5.7,50000,158,5.8,3.5
2015,1,6,20:00,UTC,8,1027.4,74,0,3,-1.7,-5.7,50000,177,11,4.8
2015,1,6,21:00,UTC,8,1026.8,74,0,3,-1.4,-5.4,50000,171,8.4,4.4
2015,1,6,22:00,UTC,8,1025.9,75,0,3,-1,-4.9,50000,174,9.4,4.8
2015,1,6,23:00,UTC,8,1025.2,74,0,3,-0.5,-4.5,50000,182,8.8,4.7
2015,1,7,00:00,UTC,8,1024.6,76,0,3,-0.3,-4,27450,184,9.8,5.6
2015,1,7,01:00,UTC,8,1023.9,80,0,3,-0.3,-3.3,9070,190,9.6,5.4
2015,1,7,02:00,UTC,7,1023.3,75,0,3,0.5,-3.4,38500,195,10,6.1
2015,1,7,03:00,UTC,8,1022.7,82,0,3,0.3,-2.5,4300,194,11,5.8
2015,1,7,04:00,UTC,7,1022,85,0.2,3,0.1,-2.2,5550,190,10.5,5.7
2015,1,7,05:00,UTC,8,1021.4,87,0.3,3,0.4,-1.5,3830,199,10.7,5.8
2015,1,7,06:00,UTC,8,1020.7,93,0.3,3,0.1,-0.9,3370,193,9.9,6.3
2015,1,7,07:00,UTC,8,1020.5,93,0.5,3,0.2,-0.7,2520,194,10.7,6
2015,1,7,08:00,UTC,8,1020.5,96,0.5,4,0.2,-0.3,2250,193,8.8,5.3
2015,1,7,09:00,UTC,7,1020.1,91,0,4,0.6,-0.6,7730,196,10.2,5
2015,1,7,10:00,UTC,8,1019.6,90,0.3,5,1,-0.5,7790,196,9.1,4.8
2015,1,7,11:00,UTC,8,1019,84,0,5,1.5,-0.9,18810,207,10.7,5.3
2015,1,7,12:00,UTC,8,1018.6,85,0,5,1.5,-0.8,23190,199,8.9,4.5
2015,1,7,13:00,UTC,7,1018.2,93,0,5,1,-0.1,9870,194,8.3,4.9
2015,1,7,14:00,UTC,8,1018.1,94,0.9,5,0.8,-0.1,3300,220,7.4,3.9
2015,1,7,15:00,UTC,8,1017.6,88,0,5,1.4,-0.3,26230,210,6.9,3.6
2015,1,7,16:00,UTC,8,1016.5,84,0,5,1.6,-0.8,28540,210,9.4,4.8
2015,1,7,17:00,UTC,8,1015.7,79,0,5,1.7,-1.5,33720,189,11.1,6.8
2015,1,7,18:00,UTC,8,1015,82,0,5,1.9,-1,20370,200,8.9,5.4
2015,1,7,19:00,UTC,7,1014.1,82,0,4,2,-0.8,21910,202,8.8,4.6
2015,1,7,20:00,UTC,7,1013.6,81,0,4,2.2,-0.7,20120,208,8.6,4.8
2015,1,7,21:00,UTC,8,1013.2,82,0,4,2.3,-0.4,16070,211,8.1,4.8
2015,1,7,22:00,UTC,7,1012.5,89,0,4,2.1,0.4,18450,197,7.9,4.6
2015,1,7,23:00,UTC,7,1011.8,92,0,4,1.9,0.8,12730,196,7.2,3.5
2015,1,8,00:00,UTC,8,1011.1,97,0,4,1.7,1.2,13970,192,5.6,3.6
2015,1,8,01:00,UTC,8,1010.2,94,0,4,2.3,1.4,23310,218,5.8,2.9
2015,1,8,02:00,UTC,8,1009.7,97,0.2,3,1.3,0.9,11060,221,3,1.8
2015,1,8,03:00,UTC,8,1008.9,99,0.2,3,1.2,1,8540,210,2.1,1.1
2015,1,8,04:00,UTC,8,1008.1,98,0,3,1.3,1,20840,185,2.3,1.4
2015,1,8,05:00,UTC,8,1007.5,98,0,3,1.4,1.1,11240,215,4,2
2015,1,8,06:00,UTC,7,1006.9,97,0,3,1.2,0.7,45220,206,2.7,1.5
2015,1,8,07:00,UTC,8,1005.9,96,0,3,1.4,0.8,40630,169,3.7,2
2015,1,8,08:00,UTC,8,1004.8,96,0,3,2.5,1.9,25650,184,5.2,3
2015,1,8,09:00,UTC,8,1003.8,95,0.4,3,3,2.3,13270,200,6.9,3.9
2015,1,8,10:00,UTC,8,1002.4,96,1.1,2,2.7,2.2,11800,191,7.7,4.7
2015,1,8,11:00,UTC,8,1000.9,97,0.8,0,2.9,2.6,10000,194,7,4.3
2015,1,8,12:00,UTC,8,999.9,95,0.8,0,2.7,1.9,16440,222,8.2,4.5
2015,1,8,13:00,UTC,8,998.4,98,0.5,0,2.9,2.7,8190,199,6.4,3.3
2015,1,8,14:00,UTC,8,997.7,98,0.8,0,3.5,3.2,3340,219,6.7,3.5
2015,1,8,15:00,UTC,8,997.3,97,0,0,3.6,3.2,22380,236,7.6,3.5
2015,1,8,16:00,UTC,8,997.3,96,0,0,3.8,3.2,35280,239,7.9,4.2
2015,1,8,17:00,UTC,8,997.2,95,0,0,4,3.3,36250,238,7.1,3.3
2015,1,8,18:00,UTC,8,996.6,95,0,0,3.9,3.1,22590,244,6.6,3.8
2015,1,8,19:00,UTC,8,996.8,95,0,0,3.8,3.1,30340,243,6.3,3.5
2015,1,8,20:00,UTC,8,996.8,95,0,0,3.7,2.9,30220,241,6.3,3.4
2015,1,8,21:00,UTC,8,996.5,95,0,0,3.2,2.5,37840,255,6.2,2.9
2015,1,8,22:00,UTC,3,996,96,0,0,2.1,1.6,36380,246,2.7,1.5
2015,1,8,23:00,UTC,7,995.4,99,0,0,1.7,1.6,23890,249,3.8,2.2
2015,1,9,00:00,UTC,8,994.9,99,0,0,2,1.8,23330,259,2.5,0.9
2015,1,9,01:00,UTC,8,994.1,99,0,0,1.9,1.7,18340,257,3.4,1.8
2015,1,9,02:00,UTC,8,993.5,99,0,0,1.8,1.6,13750,249,2.1,1.2
2015,1,9,03:00,UTC,8,992.9,99,0,0,1.6,1.4,8200,250,3.4,1.8
2015,1,9,04:00,UTC,8,992.4,99,0,0,1.3,1.3,2940,253,2.9,1.4
2015,1,9,05:00,UTC,8,991.6,100,0,0,1.1,1,1200,261,2.3,1.3
2015,1,9,06:00,UTC,8,991.1,100,0,0,1,0.9,8520,263,3,1.6
2015,1,9,07:00,UTC,8,990.6,99,0,0,0.8,0.6,11260,246,3.4,1.9
2015,1,9,08:00,UTC,8,989.9,99,0,0,0.7,0.5,12590,259,3.2,1.9
2015,1,9,09:00,UTC,8,989.4,96,0,0,0.9,0.3,32400,268,4.9,2.3
2015,1,9,10:00,UTC,8,988.3,94,0,0,1.1,0.1,26640,292,2.9,0.9
2015,1,9,11:00,UTC,8,987.7,94,0,0,1.2,0.4,19640,246,3.1,2
2015,1,9,12:00,UTC,8,987,91,0,0,1.1,-0.2,50000,253,2.7,1.1
2015,1,9,13:00,UTC,8,986.5,91,0,0,1,-0.3,41470,256,2.7,1.3
2015,1,9,14:00,UTC,8,986.3,91,0,0,1,-0.3,49090,310,1.9,1.1
2015,1,9,15:00,UTC,8,986.6,94,0,0,0.6,-0.2,37040,265,3.1,1.4
2015,1,9,16:00,UTC,7,986.3,91,0,0,0.9,-0.5,50000,0,1.2,0
2015,1,9,17:00,UTC,8,986.5,92,0,0,0.8,-0.4,47300,244,2.5,1.3
2015,1,9,18:00,UTC,8,986.4,93,0,0,0.7,-0.4,47850,238,2.5,1.3
2015,1,9,19:00,UTC,8,986.5,94,0,0,0.6,-0.2,48290,243,1.6,0.9
2015,1,9,20:00,UTC,8,986.4,94,0,0,0.9,0,45340,249,1.8,1.1
2015,1,9,21:00,UTC,7,986.8,93,0,0,1.1,0.2,48540,294,4.4,2
2015,1,9,22:00,UTC,8,987,94,0,0,1,0.2,6410,289,4.7,2
2015,1,9,23:00,UTC,7,987.3,96,0.4,0,0.8,0.3,46360,274,3.9,2.1
2015,1,10,00:00,UTC,7,987.8,95,0,0,0.8,0.1,43240,277,3.9,2.2
2015,1,10,01:00,UTC,7,988.1,95,0,0,0.5,-0.2,5210,308,5.4,2.8
2015,1,10,02:00,UTC,8,988.7,93,0,0,0.3,-0.8,50000,306,5,2.3
2015,1,10,03:00,UTC,8,988.7,88,0,0,0.2,-1.6,41770,302,5.9,3
2015,1,10,04:00,UTC,8,989,84,0,0,0.2,-2.2,50000,302,4.8,2.5
2015,1,10,05:00,UTC,8,989.4,79,0,0,0.2,-3,48990,279,4.2,2.3
2015,1,10,06:00,UTC,8,989.3,77,0,0,0.1,-3.5,34490,317,2.9,1.5
2015,1,10,07:00,UTC,8,989.5,79,0,0,-0.1,-3.2,42670,314,4.1,1.7
2015,1,10,08:00,UTC,8,989.4,74,0,0,-0.1,-4.3,50000,296,5.4,2.4
2015,1,10,09:00,UTC,8,989.1,76,0,0,-0.3,-4,50000,302,2.5,1.5
2015,1,10,10:00,UTC,8,988,79,0,0,-0.3,-3.6,50000,0,0.8,0
2015,1,10,11:00,UTC,8,986.9,78,0,0,-0.3,-3.7,50000,134,2.1,1.3
2015,1,10,12:00,UTC,8,985.7,81,0,0,-0.4,-3.4,50000,137,3.4,2
2015,1,10,13:00,UTC,8,984.2,81,0,0,-0.6,-3.5,47590,109,3.8,2.5
2015,1,10,14:00,UTC,8,982.4,80,0,0,-0.7,-3.7,50000,123,5.7,3.4
2015,1,10,15:00,UTC,7,980.4,80,0,0,-0.8,-3.9,49850,110,6.7,3.9
2015,1,10,16:00,UTC,8,977.6,82,0,0,-0.9,-3.6,50000,110,7.8,4.1
2015,1,10,17:00,UTC,8,975.9,89,0,0,-0.8,-2.4,43540,114,9,5
2015,1,10,18:00,UTC,8,973.4,96,0.8,0,-0.9,-1.4,1500,105,8.4,4.7
2015,1,10,19:00,UTC,8,970.8,98,0.9,2,-0.8,-1.1,1320,96,10.1,7.1
2015,1,10,20:00,UTC,8,968.9,97,0.8,3,-0.6,-1,1160,97,12,6.7
2015,1,10,21:00,UTC,8,967.9,98,1.3,4,-0.7,-1,570,101,10.6,6.1
2015,1,10,22:00,UTC,8,967.2,98,0.8,5,-0.7,-1,500,97,10.3,6.6
2015,1,10,23:00,UTC,8,966.3,97,0,7,-0.8,-1.2,2240,97,10.1,6.6
2015,1,11,00:00,UTC,8,965.8,96,0.3,8,-0.7,-1.2,2390,96,8.9,5.7
2015,1,11,01:00,UTC,8,965.7,96,0,7,-0.6,-1.2,5590,90,9.9,6.3
2015,1,11,02:00,UTC,8,965.7,94,0,7,-0.5,-1.3,11760,88,11,6.1
2015,1,11,03:00,UTC,8,965.8,93,0,7,-0.5,-1.4,24830,81,9.5,5.6
2015,1,11,04:00,UTC,8,966,94,0,7,-0.9,-1.7,4570,76,10,5.4
2015,1,11,05:00,UTC,8,966.6,88,0,8,-0.7,-2.5,31640,73,12,5.9
2015,1,11,06:00,UTC,8,967.5,86,0,8,-1,-3,40150,64,12.9,6.3
2015,1,11,07:00,UTC,8,968.9,84,0,8,-2.7,-5.1,35880,49,11.9,7.1
2015,1,11,08:00,UTC,8,970,87,0,7,-4,-5.9,2260,47,10,6.3
2015,1,11,09:00,UTC,7,971,85,0,8,-5.4,-7.6,5110,28,11.1,6.8
2015,1,11,10:00,UTC,7,972.3,83,0,8,-6.5,-8.9,5030,27,11,6.6
2015,1,11,11:00,UTC,8,973.6,83,0,8,-6.9,-9.3,6150,23,11.5,6.7
2015,1,11,12:00,UTC,7,975.2,80,0,8,-7.5,-10.4,12660,17,9.5,6.3
2015,1,11,13:00,UTC,7,976.9,79,0,8,-8.3,-11.3,33210,18,9.6,5.1
2015,1,11,14:00,UTC,7,978.5,79,0,8,-8.4,-11.5,28720,17,10.2,5.5
2015,1,11,15:00,UTC,8,979.8,81,0,8,-8.5,-11.1,6410,12,9.5,5.5
2015,1,11,16:00,UTC,8,981.2,80,0,8,-8.7,-11.5,22180,10,9,5
2015,1,11,17:00,UTC,7,982.7,82,0,7,-8.8,-11.4,9420,8,8.5,5.5
2015,1,11,18:00,UTC,7,983.7,83,0,7,-8.3,-10.7,46600,1,8,4.5
2015,1,11,19:00,UTC,8,985.1,81,0,7,-8.2,-10.8,24600,352,10.6,5.5
2015,1,11,20:00,UTC,8,986.3,80,0,7,-8.7,-11.5,45520,353,7.8,4.4
2015,1,11,21:00,UTC,5,987.7,83,0,7,-9.4,-11.8,47220,347,6,3.6
2015,1,11,22:00,UTC,7,989,82,0,7,-9.7,-12.2,50000,346,7.5,4.3
2015,1,11,23:00,UTC,7,990.2,82,0,7,-10,-12.5,42210,338,6.4,3.4
2015,1,12,00:00,UTC,8,991.3,84,0,7,-10.5,-12.6,24620,331,4.9,2.3
2015,1,12,01:00,UTC,8,992.8,84,0,7,-10.6,-12.8,23290,320,5.5,2.9
2015,1,12,02:00,UTC,8,993.7,82,0,7,-10.4,-12.9,41910,331,5.9,3
2015,1,12,03:00,UTC,8,994.6,82,0,7,-10,-12.4,39940,331,5.6,2.7
2015,1,12,04:00,UTC,8,995.1,85,0,7,-9.1,-11.2,35060,329,6.8,3.3
2015,1,12,05:00,UTC,8,995.3,85,0,7,-8.6,-10.7,36510,340,5.2,3
2015,1,12,06:00,UTC,4,995.5,85,0,7,-9.1,-11.1,25020,347,3.2,2
2015,1,12,07:00,UTC,0,996.4,90,0,6,-10.9,-12.2,30670,0,0.7,0
2015,1,12,08:00,UTC,0,996.9,92,0,7,-11.5,-12.6,28190,0,0.4,0
2015,1,12,09:00,UTC,0,996.8,91,0,7,-11.2,-12.3,29370,58,1.5,0.8
2015,1,12,10:00,UTC,2,996.8,86,0,6,-10.1,-12,26250,0,1,0
2015,1,12,11:00,UTC,7,997,83,0,7,-9.1,-11.5,40380,181,1.8,1.1
2015,1,12,12:00,UTC,7,996.6,83,0,7,-8.7,-11.1,40070,202,2.1,1
2015,1,12,13:00,UTC,7,995.8,87,0,7,-8.5,-10.3,28610,114,2.2,1.2
2015,1,12,14:00,UTC,6,994.8,83,0,7,-8.4,-10.7,39680,107,3.5,2
2015,1,12,15:00,UTC,7,993.7,83,0,7,-8.4,-10.8,44480,100,5.2,3
